"UNIQUE_ID","EPA_REG","LAT_DD83","LON_DD83","PTL_COND","NTL_COND","CHLA_COND","TROPHIC_STATE","ATZ_EPA_COND_3.4","ATZ_DETECT","CYLSPER_EPA_COND","CYLSPER_DETECT","MICX_EPA_COND","MICX_DETECT","ECOLI_EPA_COND","ECOLI_DETECT","BENT_MMI_COND_2017","ZOOP_MMI_COND_2017","DRAWDOWN_COND_2CAT_2017","LITRIPCVR_COND","LITCVR_COND","RVEG_COND","RDIS_COND","NLA_SCI_STATUS","distToNearestBlock","low_minor_buf","low_inc_buf","min_inc","max_inc"
"NLA_MA-10011","Region_01",41.76019,-70.65755,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Fair","Good","Fair","Moderately Disturbed",0,0.254582845349833,0.341494648556638,0.324146981627296,0.486590038314176
"NLA_WY-10112","Region_08",43.72697,-110.8236,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Not Assessed","Good","Not Large","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed",0,0.091063108852181,0.157983905124947,0.157983905124947,0.157983905124947
"NLA_WI-10150","Region_05",46.393481,-91.287095,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.060310166570936,0.334105385060799,0.334105385060799,0.334105385060799
"NLA_LA-10425","Region_06",32.58905,-92.04032,"Poor","Fair","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_MN-10090","Region_05",48.39552,-92.65806,"Good","Good","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.432485322896281,0.459701492537313,0.459701492537313,0.459701492537313
"NLA_MN-10056","Region_05",47.66784,-90.9889,"Good","Good","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Fair","Good","Good","Good","Moderately Disturbed",0,0.030061892130858,0.25287356321839,0.25287356321839,0.25287356321839
"NLA_WY-10025","Region_08",43.89903,-110.6734,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Not Assessed","Good","Not Large","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Least Disturbed",NA,NA,NA,NA,NA
"NLA_NE-10152","Region_07",41.93355,-103.4942,"Fair","Good","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Large","Fair","Fair","Good","Fair","Least Disturbed",NA,NA,NA,NA,NA
"NLA_MI-10165","Region_05",46.73566,-88.89174,"Poor","Fair","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Assessed","Good","Good","Fair","Good","Moderately Disturbed",0,0.063324538258575,0.540492957746478,0.540492957746478,0.540492957746478
"NLA_MN-10130","Region_05",47.91117,-90.48658,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.011138613861386,0.240300375469336,0.240300375469336,0.240300375469336
"NLA_ND-10162","Region_08",48.89775,-103.502,"Poor","Poor","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Fair","Large","Poor","Poor","Fair","Fair","Least Disturbed",0,0.127476313522825,0.240484429065743,0.240484429065743,0.240484429065743
"NLA_TX-10011","Region_06",31.14844,-97.74526,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Poor","Not Large","Good","Good","Good","Fair","Least Disturbed",381.167183288469,0.460454730755707,0.565651657475591,0.201017811704834,1
"NLA_AL-10039","Region_04",31.62067,-88.35121,"Fair","Fair","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Fair","Good","Good","Fair","Least Disturbed",0,0.228202368137782,0.52469813391877,0.52469813391877,0.52469813391877
"NLA_SD-10251","Region_08",44.39673,-101.7615,"Poor","Poor","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Poor","Poor","Poor","Poor","Moderately Disturbed",0,0.065529622980251,0.504488330341113,0.504488330341113,0.504488330341113
"NLA_IN-10025","Region_05",39.27761,-86.21214,"Fair","Poor","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Not Assessed","Poor","Not Large","Good","Good","Fair","Poor","Moderately Disturbed",0,0.0615458601963224,0.302610505937939,0.258333333333333,0.303398058252427
"NLA_LA-10278","Region_06",32.04151,-91.99869,"Fair","Fair","Fair","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Fair","Fair","Not Large","Fair","Good","Good","Poor","Least Disturbed",0,0.0332011267410505,0.296348238751004,0.25412960609911,0.506097560975609
"NLA_MN-10110","Region_05",48.02228,-91.43911,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.040130151843818,0.225736095965103,0.225736095965103,0.225736095965103
"NLA_MO-10078","Region_07",40.48484,-93.9513,"Poor","Poor","Poor","Hypereutrophic","Above Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.005065856129686,0.541033434650456,0.541033434650456,0.541033434650456
"NLA_CA-10165","Region_09",41.90946,-120.1067,"Fair","Good","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Fair","Good","Poor","Fair","Moderately Disturbed",0,0.234782608695652,0.525925925925925,0.525925925925925,0.525925925925925
"NLA_CA-10208","Region_09",40.85246,-120.0873,"Poor","Poor","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Poor","Not Large","Fair","Fair","Fair","Poor","Moderately Disturbed",0,0.08359133126935,0.541795665634674,0.541795665634674,0.541795665634674
"NLA_WY-10063","Region_08",41.15234,-110.825,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Fair","Good","Poor","Fair","Moderately Disturbed",0,0.0290536421598224,0.633198174448494,0.527777777777777,0.643595863166268
"NLA_WI-10149","Region_05",46.29431705,-90.82845299,"Fair","Fair","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Good","Fair","Good","Good","Moderately Disturbed",0,0.060760529563565,0.347396850876429,0.341397849462365,0.417307692307692
"NLA_ND-10212","Region_08",47.68783,-100.6983,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Poor","Not Large","Fair","Good","Poor","Poor","Moderately Disturbed",0,0.027027027027027,0.231454005934718,0.231454005934718,0.231454005934718
"NLA_CA-10181","Region_09",41.52677,-121.1347,"Poor","Poor","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.47537688442211,0.621336459554513,0.621336459554513,0.621336459554513
"NLA_NE-10076","Region_07",40.06311,-99.2922,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Not Assessed","Poor","Large","Fair","Good","Poor","Fair","Not Assessed",NA,NA,NA,NA,NA
"NLA_NH-10044","Region_01",42.83409996,-72.47257647,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Good","Not Large","Fair","Good","Fair","Good","Moderately Disturbed",0,0.00708343953175467,0.362333604199949,0.20722433460076,0.560747663551401
"NLA_AL-10060","Region_04",31.22256,-85.64838,"Good","Fair","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Good","Good","Poor","Poor","Moderately Disturbed",0,0.038507109004739,0.318127962085308,0.318127962085308,0.318127962085308
"NLA_CT-10003","Region_01",42.02182,-73.48257,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Fair","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.0936813350439374,0.192448719877761,0.135,0.298992161254199
"NLA_WI-10160","Region_05",46.00527,-91.52462,"Fair","Good","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",0,0.016644474034621,0.27496671105193,0.27496671105193,0.27496671105193
"NLA_WY-10107","Region_08",44.28174,-109.1102,"Poor","Fair","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Fair","Not Large","Fair","Good","Poor","Poor","Moderately Disturbed",0,0.067942583732057,0.326315789473684,0.326315789473684,0.326315789473684
"NLA_WY-10101","Region_08",43.10524,-109.7326,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Fair","Good","Good","Moderately Disturbed",0,0.062366899908731,0.237298448433221,0.237298448433221,0.237298448433221
"NLA_WY-10078","Region_08",41.94495,-110.6569,"Fair","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Fair","Poor","Fair","Good","Moderately Disturbed",0,0.088235294117647,0.456302521008403,0.456302521008403,0.456302521008403
"NLA_WY-10119","Region_08",42.91854,-107.7356,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Poor","Poor","Poor","Poor","Least Disturbed",0,0.081775700934579,0.293184488836662,0.293184488836662,0.293184488836662
"NLA_ND-10226","Region_08",47.75954,-99.93071,"Poor","Poor","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Poor","Not Large","Good","Good","Fair","Fair","Least Disturbed",0,0.0399905934767397,0.155883474811961,0.139941690962099,0.32312925170068
"NLA_WY-10102","Region_08",42.79375,-106.4259,"Good","Good","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Large","Fair","Fair","Good","Good","Moderately Disturbed",0,0.16,0.079111111111111,0.079111111111111,0.079111111111111
"NLA_WA-10002","Region_10",48.501411,-120.737873,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Most Disturbed",0,0.108776266996291,0.370138017565872,0.370138017565872,0.370138017565872
"NLA_SD-10255","Region_08",44.148066,-100.409364,"Poor","Fair","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Fair","Good","Fair","Fair","Moderately Disturbed",0,0.013605442176871,0.401360544217687,0.401360544217687,0.401360544217687
"NLA_MN-10175","Region_05",45.48802,-96.44255,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Poor","Not Large","Fair","Good","Fair","Poor","Moderately Disturbed",0,0.002126151665485,0.262970859985785,0.262970859985785,0.262970859985785
"NLA_MN-10184","Region_05",45.01082,-94.95729,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Poor","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.015252621544328,0.187866927592954,0.187866927592954,0.187866927592954
"NLA_CT-10015","Region_01",41.4121,-73.19875,"Fair","Fair","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Poor","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_GA-10060","Region_04",34.05677,-84.68063,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Fair","Not Large","Poor","Fair","Poor","Fair","Moderately Disturbed",0,0.310730884188923,0.182868685574232,0.172199170124481,0.221055088702147
"NLA_TX-10252","Region_06",29.82389,-98.77402,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Fair","Fair","Least Disturbed",0,0.0732064707241494,0.193032604316161,0.192886456908344,0.227329711659005
"NLA_MN-10148","Region_05",48.04965,-91.30297,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Poor","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.040130151843818,0.225736095965103,0.225736095965103,0.225736095965103
"NLA_CA-10173","Region_09",32.7867,-116.7818,"Good","Fair","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Not Assessed","Poor","Large","Poor","Fair","Poor","Fair","Least Disturbed",0,0.26204257546842,0.156802354266303,0.150131037064769,0.165289256198347
"NLA_OR-10019","Region_10",44.54843,-123.3458,"Poor","Poor","Poor","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Fair","Good","Poor","Fair","Moderately Disturbed",0,0.248961596385757,0.32547019094471,0.164990859232175,0.375494071146245
"NLA_WI-10026","Region_05",44.88914,-88.47493,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Poor","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.130990415335463,0.413205537806176,0.413205537806176,0.413205537806176
"NLA_WI-10193","Region_05",44.99827,-88.1395,"Fair","Poor","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Poor","Good","Poor","Good","Least Disturbed",0,0.02040266404156,0.251462479701962,0.25,0.285714285714285
"NLA_WV-10026","Region_03",39.13362,-78.59737,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Large","Good","Good","Poor","Fair","Moderately Disturbed",0,0.00877513336585169,0.364009929302271,0.358565737051792,0.366863905325443
"NLA_WY-10082","Region_08",41.5112,-105.4172,"Fair","Poor","Fair","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Good","Good","Poor","Poor","Moderately Disturbed",0,0.096199524940617,0.309976247030878,0.309976247030878,0.309976247030878
"NLA_OK-10193","Region_06",35.28397,-96.43141,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.457789004233368,0.503770793601798,0.365308804204993,0.505761843790012
"NLA_SD-10252","Region_08",45.46393,-98.74955,"Poor","Poor","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Poor","Not Large","Fair","Poor","Good","Fair","Moderately Disturbed",0,0.022691705790297,0.14589905362776,0.14589905362776,0.14589905362776
"NLA_CA-10033","Region_09",33.80119,-117.8102,"Fair","Fair","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Not Assessed","Good","Large","Poor","Fair","Poor","Fair","Moderately Disturbed",0,0.505674582165029,0.254244687257122,0.123012552301255,0.580340264650283
"NLA_ND-10200","Region_08",46.035467,-98.880206,"Good","Fair","Good","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Good","Fair","Good","Fair","Moderately Disturbed",0,0.034246575342466,0.214611872146118,0.214611872146118,0.214611872146118
"NLA_GA-10010","Region_04",34.13781,-84.64845,"Good","Fair","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Large","Fair","Fair","Fair","Fair","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_TX-10256","Region_06",30.03834,-98.24509,"Fair","Poor","Good","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Poor","Poor","Poor","Fair","Not Assessed",0,0.155253837072018,0.184179456906729,0.184179456906729,0.184179456906729
"NLA_WV-10033","Region_03",39.49277,-79.79422,"Fair","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.0484873221603973,0.31692902283508,0.299883313885647,0.331903945111492
"NLA_WY-10130","Region_08",41.41529,-106.3582,"Fair","Poor","Poor","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.041935483870968,0.483870967741935,0.483870967741935,0.483870967741935
"NLA_FL-10122","Region_04",26.6388,-80.16398,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Poor","Not Large","Fair","Good","Good","Poor","Least Disturbed",633.14771256199,0.52421043290229,0.175061491382332,0.154627539503386,0.202575107296137
"NLA_AR-10044","Region_06",33.3449,-92.52257,"Poor","Fair","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Not Assessed","Poor","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.270756114295095,0.43572213934828,0.330592105263157,0.444444444444444
"NLA_MI-10184","Region_05",45.63683,-84.77026,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.0923054657495084,0.412531750762843,0.407867494824016,0.41444866920152
"NLA_MN-10065","Region_05",44.9994,-94.33311,"Poor","Fair","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Poor","Fair","Fair","Poor","Least Disturbed",NA,NA,NA,NA,NA
"NLA_MN-10180","Region_05",44.78814,-93.91278,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Good","Good","Good","Fair","Least Disturbed",0,0.0774774306755853,0.163496821060693,0.155025553662691,0.16820361490225
"NLA_WV-10035","Region_03",38.42877,-82.25327,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Poor","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",0,0.020421603419869,0.0707384070388045,0.038674033149171,0.38305709023941
"NLA_NV-10054","Region_09",40.0481,-119.5655,"Fair","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Not Assessed","Good","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed",NA,NA,NA,NA,NA
"NLA_OR-10222","Region_10",45.70816,-122.8156,"Fair","Poor","Poor","Eutrophic","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Good","Fair","Large","Poor","Fair","Poor","Fair","Not Assessed",0,0.163090128755364,0.153400868306801,0.153400868306801,0.153400868306801
"NLA_OR-10226","Region_10",45.48935,-121.8217,"Good","Good","Good","Oligotrophic","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Good","Good","Not Large","Good","Good","Good","Fair","Not Assessed",0,0.387096774193548,0.401094605160281,0.401094605160281,0.401094605160281
"NLA_NY-10014","Region_02",42.49864,-77.12653,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Good","Not Large","Poor","Fair","Poor","Poor","Not Assessed",NA,NA,NA,NA,NA
"NLA_NY-10036","Region_02",41.38004,-74.03007,"Fair","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Poor","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.28486212043836,0.0630625187439584,0.026200873362445,0.065148457768809
"NLA_TN-10055","Region_04",35.40267,-86.83965,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Fair","Not Large","Poor","Fair","Poor","Poor","Moderately Disturbed",0,0.0909112804698884,0.3462076367763,0.328789531079607,0.359676175790285
"NLA_NY-10043","Region_02",41.58713,-74.38424,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",0,0.207721847513154,0.192382826722851,0.057115198451113,0.458088235294117
"NLA_MT-10191","Region_08",48.90706,-113.3258,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Fair","Poor","Good","Poor","Least Disturbed",0,0.506366307541625,0.710187932739861,0.710187932739861,0.710187932739861
"NLA_NY-10018","Region_02",43.4546224,-73.5900746,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.068021201413428,0.115591397849462,0.115591397849462,0.115591397849462
"NLA_WY-10080","Region_08",42.70723,-109.1734,"Good","Good","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Not Assessed",0,0.136112814224402,0.208333333333333,0.208333333333333,0.208333333333333
"NLA_WY-10042","Region_08",42.27144,-109.4346,"Poor","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Fair","Large","Fair","Fair","Fair","Fair","Least Disturbed",NA,NA,NA,NA,NA
"NLA_WY-10111","Region_08",43.06903,-109.5855,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Poor","Fair","Fair","Good","Moderately Disturbed",0,0.062366899908731,0.237298448433221,0.237298448433221,0.237298448433221
"NLA_TN-10056","Region_04",36.57854,-87.65727,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Poor","Large","Fair","Good","Poor","Fair","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_ND-10207","Region_08",47.63043,-101.173,"Poor","Poor","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Poor","Large","Poor","Poor","Poor","Good","Moderately Disturbed",0,0.012785388127854,0.141552511415525,0.141552511415525,0.141552511415525
"NLA_MN-10172","Region_05",46.14895,-95.52203,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Poor","Fair","Fair","Fair","Least Disturbed",0,0.0259977213475671,0.182926401525505,0.180129990714948,0.272208638956805
