"UNIQUE_ID","EPA_REG","LAT_DD83","LON_DD83","PTL_COND","NTL_COND","CHLA_COND","TROPHIC_STATE","ATZ_EPA_COND_3.4","ATZ_DETECT","CYLSPER_EPA_COND","CYLSPER_DETECT","MICX_EPA_COND","MICX_DETECT","ECOLI_EPA_COND","ECOLI_DETECT","BENT_MMI_COND_2017","ZOOP_MMI_COND_2017","DRAWDOWN_COND_2CAT_2017","LITRIPCVR_COND","LITCVR_COND","RVEG_COND","RDIS_COND","NLA_SCI_STATUS","distToNearestBlock","low_minor_buf","low_inc_buf","min_inc","max_inc"
"NLA_NE-10031","Region_07",42.92186,-102.0378,"Good","Good","Good","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.094368340943683,0.264208909370199,0.264208909370199,0.264208909370199
"NLA_OH-10031","Region_05",40.36715,-83.05952,"Poor","Poor","Poor","Eutrophic","Above Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Fair","Fair","Fair","Fair","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_CA-10200","Region_09",37.6695,-121.836,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Good","Not Large","Fair","Good","Fair","Fair","Moderately Disturbed",0,0.521906234915819,0.0644591452479089,0.025160912814511,0.073083778966132
"NLA_NE-10005","Region_07",42.458365,-103.116433,"Fair","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Good","Good","Fair","Fair","Least Disturbed",NA,NA,NA,NA,NA
"NLA_UT-10258","Region_08",40.9061,-111.5912,"Good","Fair","Poor","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Fair","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_WI-10025","Region_05",42.96456,-89.2538,"Poor","Fair","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Good","Poor","Not Large","Good","Good","Good","Poor","Least Disturbed",NA,NA,NA,NA,NA
"NLA_NC-10037","Region_04",35.22379,-78.81672,"Fair","Fair","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Not Assessed","Poor","Not Large","Fair","Good","Poor","Poor","Least Disturbed",0,0.367543296985246,0.347446670976082,0.347446670976082,0.347446670976082
"NLA_MO-10021","Region_07",37.80796,-94.20671,"Poor","Fair","Fair","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Fair","Good","Fair","Moderately Disturbed",0,0.144700460829493,0.254377880184331,0.254377880184331,0.254377880184331
"NLA_IL-10059","Region_05",42.31778,-88.226392,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Not Assessed","Not Assessed","Good","Fair","Not Large","Good","Good","Good","Good","Least Disturbed",0,0.196208530805687,0.31042654028436,0.31042654028436,0.31042654028436
"NLA_SD-10015","Region_08",45.44171,-97.26411,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Fair","Least Disturbed",NA,NA,NA,NA,NA
"NLA_SD-10108","Region_08",45.55612,-99.7759,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Poor","Not Large","Poor","Poor","Poor","Fair","Least Disturbed",0,0.075082508250825,0.315181518151815,0.315181518151815,0.315181518151815
"NLA_KS-10092","Region_07",37.6423,-97.73838,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Above Benchmark","Detected","Fair","Good","Not Large","Poor","Good","Poor","Poor","Moderately Disturbed",0,0.070691688574726,0.134832846347267,0.129068462401795,0.157772621809744
"NLA_ND-10127","Region_08",48.00826,-101.5346,"Good","Fair","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Fair","Poor","Moderately Disturbed",0,0.047272727272727,0.179393939393939,0.179393939393939,0.179393939393939
"NLA_ND-10187","Region_08",47.0334,-99.47655,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Fair","Good","Poor","Poor","Least Disturbed",0,0.0170847362551387,0.165544827768031,0.154335719968178,0.212082262210796
"NLA_NM-10082","Region_06",35.66711,-105.2418,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Poor","Large","Poor","Poor","Poor","Fair","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_NM-10074","Region_06",36.17599,-104.8161,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Poor","Large","Poor","Fair","Fair","Good","Moderately Disturbed",0,0.735294117647058,0.664603960396039,0.664603960396039,0.664603960396039
"NLA_MI-10176","Region_05",44.59968,-83.76897,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Good","Good","Good","Moderately Disturbed",0,0.095890410958904,0.384493670886075,0.384493670886075,0.384493670886075
"NLA_CA-10122","Region_09",37.77693,-122.1187,"Good","Fair","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Large","Good","Fair","Good","Good","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_NC-10076","Region_04",35.78938,-78.55026,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Fair","Not Large","Good","Poor","Good","Fair","Moderately Disturbed",0,0.719974852774797,0.447915224838025,0.21803127874885,0.681818181818181
"NLA_KS-10020","Region_07",37.19249,-95.98673,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.10477657935285,0.379044684129429,0.379044684129429,0.379044684129429
"NLA_KS-10090","Region_07",37.22522,-97.0316,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Above Benchmark","Detected","Good","Poor","Not Large","Good","Good","Good","Poor","Moderately Disturbed",0,0.0790615383053822,0.16126466270876,0.15002988643156,0.348754448398576
"NLA_NM-10024","Region_06",36.5808,-104.6535,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Fair","Poor","Large","Poor","Fair","Poor","Poor","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_NM-10011","Region_06",35.7589,-105.1445,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Poor","Large","Poor","Poor","Poor","Poor","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_CA-10076","Region_09",39.09599,-122.932,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Large","Good","Good","Fair","Good","Most Disturbed",0,0.374123989218328,0.491558441558441,0.491558441558441,0.491558441558441
"NLA_NJ-10001","Region_02",39.97092,-74.57121,"Poor","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Above Benchmark","Detected","Good","Good","Not Large","Poor","Fair","Fair","Poor","Moderately Disturbed",0,0.353712842344759,0.264721558262554,0.195007065473386,0.453422053231939
"NLA_VA-10011","Region_03",37.29245,-77.89349,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Fair","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",0,0.269965277777777,0.157118055555555,0.157118055555555,0.157118055555555
"NLA_NV-10019","Region_09",41.21824,-116.5203,"Poor","Fair","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Good","Large","Fair","Good","Poor","Fair","Least Disturbed",NA,NA,NA,NA,NA
"NLA_KY-10057","Region_04",37.54089,-84.17999,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Assessed","Good","Good","Good","Good","Moderately Disturbed",0,0.00817285579267519,0.3423107907136,0.280575539568345,0.364928909952606
"NLA_PA-10043","Region_03",39.98016,-77.17689,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Poor","Poor","Poor","Fair","Moderately Disturbed",0,0.1526121933235,0.311876755184469,0.260613207547169,0.312067260138476
"NLA_DE-10002","Region_03",39.42401,-75.68735,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Poor","Not Large","Poor","Fair","Good","Fair","Moderately Disturbed",0,0.375,0.235867446393762,0.235867446393762,0.235867446393762
"NLA_TX-10076","Region_06",32.83673,-96.71958,"Poor","Fair","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Good","Good","Fair","Poor","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_MI-10234","Region_05",42.61994,-85.458218,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.017821782178218,0.244554455445544,0.244554455445544,0.244554455445544
"NLA_MI-10009","Region_05",43.21885,-85.46762,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Fair","Not Large","Fair","Good","Good","Poor","Moderately Disturbed",0,0.06213936972925,0.178428761651131,0.178428761651131,0.178428761651131
"NLA_NM-10009","Region_06",35.97467,-105.9172,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.832579185520362,0.491704374057315,0.491704374057315,0.491704374057315
"NLA_MO-10093","Region_07",37.41840749,-90.61783131,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.10246679316888,0.541745730550284,0.541745730550284,0.541745730550284
"NLA_MO-10031","Region_07",37.95185789,-90.92822402,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Fair","Good","Fair","Fair","Moderately Disturbed",0,0.0397371125925028,0.504748953877301,0.484761904761904,0.614347357065803
"NLA_MI-10104","Region_05",46.27668,-88.06311,"Good","Fair","Fair","Eutrophic","At or Below Benchmark","Detected","Not Assessed","Not Assessed","Not Assessed","Not Assessed","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Fair","Good","Least Disturbed",0,0.043572984749455,0.36469730123997,0.36469730123997,0.36469730123997
"NLA_KS-10082","Region_07",37.50446,-94.68516,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Fair","Good","Fair","Moderately Disturbed",0,0.0351661146723898,0.36729829047926,0.127951256664127,0.396478873239436
"NLA_SD-10010","Region_08",44.87791,-96.63403,"Poor","Poor","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Poor","Not Large","Fair","Good","Fair","Poor","Least Disturbed",NA,NA,NA,NA,NA
"NLA_ND-10015","Region_08",48.33427,-100.7485,"Poor","Poor","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Poor","Poor","Not Large","Good","Good","Fair","Poor","Least Disturbed",NA,NA,NA,NA,NA
"NLA_GA-10028","Region_04",32.63901,-83.96636,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Above Benchmark","Detected","At or Below Benchmark","Not Detected","Fair","Fair","Not Large","Poor","Fair","Poor","Poor","Moderately Disturbed",0,0.171194007159343,0.509280736106672,0.5007072135785,0.564573459715639
"NLA_CA-10067","Region_09",40.50758,-122.6943,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.156886967263743,0.164077066500932,0.164077066500932,0.164077066500932
"NLA_VA-10025","Region_03",37.12263,-77.63606,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Not Assessed","Not Large","Good","Good","Good","Good","Least Disturbed",0,0.158333333333333,0.302777777777777,0.198542805100182,0.302777777777777
